scholarship_name,funder,level,countries_covered,institutions_covered,tracks_eligible,covers,amount_eur_year,duration_covered,tunisia_eligible,other_eligibility,deadline,deadline_relative_to,application_route,url,verified_date,confidence
Stipendium Hungaricum,"Tempus Public Foundation / Government of Hungary, under a bilateral education agreement with Tunisia",bilateral,Hungary,Hungarian higher education institutions listed in the Stipendium Hungaricum Study Finder,both,tuition+stipend,NOT_FOUND,Full degree master's programme,yes,"Tunisia is a named Sending Partner. Eligibility clause on https://stipendiumhungaricum.hu/partners/ under the Tunisia entry: 'Full degree master studies: Agricultural Sciences, Arts and Humanities, Social Science, Computer Science and Information Technology, Legal Science, Economic Science, Engineering Science, Medical and Health Science, Sport Science, Natural Science, Arts, Art Education, Political Science and Public Governance' - Track A is covered by Economic Science and Computer Science and Information Technology, Track B by Arts / Art Education / Arts and Humanities. Same entry: 'Name of responsible authority: Ministry of Higher Education and Scientific Research. Name of responsible person(s): Imed BEN ABDERRAHIM. E-mail address(es): mesrs.dgci.bourses@gmail.com. Website: http://www.mes.tn. Telephone: +216 71 841 380 Ext. 3517. Address: Av Ouled Haffouz 1030 Tunis - Tunisia. Application deadline to Sending Partner is the same as the application deadline to Tempus Public Foundation.' Two-step: online application in DreamApply (maximum 2 programme choices) AND a parallel application to the Tunisian Sending Partner, which produces the nomination list in February. Applicants must score at least 56/100 in the Hungarian institution's entrance procedure. 2026/27 timeline: deadline 15 January 2026 14:00 CET, nomination lists February 2026, entrance exams March-May 2026, results June 2026.",2026-01-15 PRIOR_CYCLE,the scholarship application IS the university application (DreamApply) - the parallel MESRS nomination file is due on the same date,apply direct (DreamApply) and via home ministry (MESRS nomination),https://stipendiumhungaricum.hu/partners/,2026-08-16,high
Swiss Government Excellence Scholarships - Art Scholarships,"State Secretariat for Education, Research and Innovation (SERI), Switzerland",bilateral,Switzerland,Swiss universities of the arts,B,tuition+stipend,NOT_FOUND,Master's degree in an artistic field,unclear,"The only Swiss federal excellence scholarship that funds an initial master's is the Art Scholarship, and the SERI page states it is 'available to students from a limited number of countries only' without publishing the list at the time of checking. The Research Fellowship track is explicitly post-master's ('early career researchers ... who have already completed their Master's degree') and therefore does not qualify. SERI states 'Information on application deadlines and scholarship available by country of origin will be published here in August 2026' and 'Applications are open starting August 20, 2026', so Tunisia's inclusion for the 2027-28 cycle can only be confirmed after that publication. Applications are made through the Swiss embassy in the country of origin.",NOT_FOUND,before university application,apply direct (Swiss embassy in Tunis),https://www.sbfi.admin.ch/sbfi/en/home/education/scholarships-and-grants/swiss-government-excellence-scholarships.html,2026-08-16,low
VLIR-UOS ICP Connect Scholarships,"VLIR-UOS, Flemish Interuniversity Council — Belgian development cooperation",bilateral,Belgium (Flanders),"Flemish universities, restricted to the International Course Programme (ICP) master's list",both,tuition+stipend,NOT_FOUND,Duration of the ICP master's programme (1–2 years),no — the ICP Connect country list is closed at 29 countries and Tunisia is not on it; the only North African / MENA entries are Morocco and Palestine,"Recorded as a negative. As with the Swedish scheme, Morocco's presence makes this an easy false positive for a Tunisian applicant",NOT_FOUND,before university application,"apply direct — to the ICP programme, which forwards the scholarship application",https://www.vliruos.be/country-list-icp-connect-scholarships,2026-08-16,high
Amsterdam Merit Scholarship (AMS),University of Amsterdam,institutional,Netherlands,University of Amsterdam,both,partial,NOT_FOUND (amounts are set per Faculty or Graduate School and are not published on the central page),NOT_FOUND,yes,"Eligibility clause: 'Students who hold a non-EU/EEA passport and have applied for a degree programme at the University of Amsterdam'. Eligibility criteria, selection criteria and application instructions differ per Faculty or Graduate School.",NOT_FOUND (deadlines for the AMS differ per Faculty or Graduate School),After applying for the degree programme - applications are submitted to the Admissions Office of the relevant Graduate School,apply via university (application to the Graduate School Admissions Office),https://www.uva.nl/en/education/fees-and-funding/masters-scholarships-and-loans/amsterdam-merit-scholarship/amsterdam-merit-scholarship.html,2026-08-16,medium
DCU Merit Scholarship,Dublin City University,institutional,Ireland,Dublin City University,both,partial,NOT_FOUND (described only as a partial merit-based scholarship),NOT_FOUND,yes,Offered to some non-EU students; no nationality restriction beyond non-EU fee status.,NOT_FOUND,Automatic from the programme application - 'You are automatically considered for a scholarship when you apply as a non-EU student to DCU'; the result is communicated with the admission decision,apply via university (automatic on the admission application),https://www.dcu.ie/global/international-scholarships,2026-08-16,high
Frankfurt School Pre-experience Master's Scholarship,Frankfurt School of Finance & Management,institutional,Germany,Frankfurt School of Finance & Management,A,partial,NOT_FOUND (the master scholarship page states only that 'Scholarships cover a partial amount of tuition'),NOT_FOUND,yes,"Open to top applicants of the pre-experience master's programmes; no nationality restriction stated. Selection on first-degree grade, admission test score (e.g. GMAT), performance in the Frankfurt School selection procedure, extracurricular activities, social commitment, intercultural skills and international experience. Awards are made continuously through the admission process on a first-come first-served basis.",30 June (completed applications for all pre-experience master's programmes must be submitted by 30 June),"Submitted with the admission application - the scholarship section is part of the online application form; 'Scholarship applications sent after the application will not be considered'. Because awards are first-come first-served, applying early materially matters.",apply via university (answer the scholarship question inside the online admission application),https://www.frankfurt-school.de/en/students-alumni/financing,2026-08-16,medium
IE High Potential Award,IE University,institutional,Spain,IE University (IE Business School and IE School of Science and Technology),both,partial,NOT_FOUND (amount varies with the candidate's merit and available funding at the time of admission),Duration of the degree,yes,Nationality: all nationalities; country of residence: all countries; all programmes. Merit-based.,NOT_FOUND,Automatic - all candidates are considered by applying for admission; recipients are notified with the admission offer,apply via university (no financial aid application required),https://www.ie.edu/financial-aid/masters/awardsandscholarships/,2026-08-16,high
UCC College of Business and Law Merit Based Scholarships 2026/27,University College Cork,institutional,Ireland,University College Cork,A,partial,NOT_FOUND (value not published on the UCC international scholarships table),NOT_FOUND,yes,"Listed on UCC's 'Scholarships offered to Students from outside the EU' table for taught master's programmes in the College of Business and Law, with status 'Automatic'. Detailed eligibility criteria are not published on the table page.",NOT_FOUND,Automatic - awarded on the basis of the programme application/offer without a separate scholarship application,apply via university (automatic),https://www.ucc.ie/en/scholarships/internationaltable/,2026-08-16,low
Czech Government Scholarships for students from developing countries,"Government of the Czech Republic — Ministry of Education, Youth and Sports (MŠMT), with the Ministry of Foreign Affairs",national,Czechia,"Czech public higher education institutions; follow-up master's plus a one-year Czech language preparatory course for Czech-taught programmes, follow-up master's and doctoral for English-taught",both,tuition+stipend,NOT_FOUND,Standard length of the follow-up master's programme,"no — the eligible-country list is closed and Tunisia is not on it. Study in the Czech Republic (Dům zahraniční spolupráce, the Czech national agency) lists exactly: Bosnia and Herzegovina, Georgia, Ukraine, Belarus (democratic forces), Ethiopia, Nigeria, Rwanda, Zambia, Cambodia, Sri Lanka, Guatemala, Jordan",Recorded as a negative so the scheme is not re-proposed. The country list has been progressively narrowed in recent years and no longer covers North Africa,NOT_FOUND,NOT_FOUND,via home ministry — historically through the Czech embassy accredited to the applicant's country; not applicable for Tunisia,https://www.studyin.cz/plan-your-studies/scholarships/,2026-08-16,high
Danish Government Scholarships for highly qualified non-EU/EEA students,"Danish Ministry of Higher Education and Science, administered by the Danish universities",national,Denmark,"Danish universities, each of which selects its own recipients from a limited annual allocation",both,tuition+stipend,NOT_FOUND (amount set institution by institution; the scheme has two parts — full or partial tuition fee waivers and/or grants towards living costs),NOT_FOUND (set by the awarding institution; tied to the full-degree programme),"yes — the eligibility clause is nationality-based with no country list: 'a citizen of a country outside the EU, the European Economic Area or Switzerland' (Study in Denmark, 'Scholarships', Danish government scholarships section)","Also requires enrolment in a full-degree higher education programme and the grant of a time-limited Danish residence permit for education. Excluded: those with a legal claim to the rights of Danish citizens, certain family-reunification permit holders, and anyone eligible for Danish state education support (SU). Because universities select, terms vary — enquire at the specific institution. UNVERIFIED: depends on GPA and IELTS status (institutions select on academic merit)",NOT_FOUND (follows each university's admission deadline for non-EU applicants),"before/with university application — selection is made from the admission pool, so the admission deadline is the operative date",apply via university — no separate national application exists,https://studyindenmark.dk/study-options/scholarships,2026-08-16,medium
Development-Related Postgraduate Courses (EPOS),"DAAD (German Academic Exchange Service), funded by the German Federal Ministry for Economic Cooperation and Development",national,Germany,"State or state-recognised German universities, restricted to the courses on the DAAD EPOS postgraduate course list",A,tuition+stipend,NOT_FOUND (value section not captured on the programme entry; DAAD publishes the rate in the annual course list),Duration of the chosen EPOS master's course (typically 12–24 months),"yes — 'Tunisia' appears in the country selector on the DAAD scholarship database entry for EPOS (detail=50076777), which DAAD states is the operative filter: 'If your status and/or country is not included in the list, you cannot apply'; the entry also links a DAC country list PDF under 'Who can apply?'",HARD BLOCKER for this applicant: requires at least two years' full-time professional experience after the first degree. Restricted to the defined list of development-related postgraduate courses — a general Business Analytics or Digital Media master's is not fundable unless it appears on that list. UNVERIFIED: depends on work history and expected graduation date; the profile records no professional experience,NOT_FOUND (course-specific; DAAD publishes a deadline list for 2027/2028 as a separate PDF),before university application — EPOS applications go to DAAD and to the course; admission follows,"apply direct — DAAD portal, to the chosen EPOS course",https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=50076777,2026-08-16,medium
Pret universitaire a l'etranger,"Ministere de l'Enseignement Superieur et de la Recherche Scientifique (MESRS), Direction des Bourses et des Prets",national,Any country of study approved by MESRS,NOT_FOUND,both,partial,NOT_FOUND,NOT_FOUND,yes,"Loan, not a grant. Eligibility clause at https://best.rnu.tn/prets-universitaires/ : parents' annual net income must not exceed a ceiling fixed by ministerial arrete; selection also weighs academic results and alignment with the ministry's priority specialisations and destinations. Amounts differ by country and are fixed by arrete ('Les montants des prets, qui different d'un pays a l'autre, sont fixes par l'arrete du ministre'). A guarantor must sign a 'cautionnement solidaire'. Repayment over a maximum of 10 years, starting two years after the final instalment. Annual call issued by the Direction des Bourses et des Prets; best.rnu.tn carries a recurring 'Appel a candidature aux etudiants tunisiens non boursiers poursuivant leurs etudes a l'etranger pour les prets universitaires', so students already abroad and non-scholarship holders may apply.",NOT_FOUND,after university application,via home ministry,https://best.rnu.tn/prets-universitaires/,2026-08-16,medium
Scholarships offered by the Romanian state through the Ministry of Foreign Affairs (HG 288/1993),"Government of Romania — Ministry of Foreign Affairs, with the Ministry of Education",national,Romania,"Romanian public higher education institutions; Medicine, Dental Medicine and Pharmacy are excluded",both,tuition+stipend,"NOT_FOUND (registration-fee exemption, tuition financing and a monthly stipend are listed without figures on the scheme page)","1–2 years for a master's, plus a funded preparatory year of Romanian where required","yes — eligibility is defined as 'foreign citizens from all non-EU countries', which Tunisia satisfies; exclusions are for applicants of Romanian origin, families of diplomatic staff and current scholarship holders","PRACTICAL BLOCKER for this applicant: at bachelor's and master's level, study is exclusively in Romanian. A funded preparatory year of Romanian is provided unless the applicant holds a Romanian diploma, passes a language test or presents a B1 certificate — so the scheme fails this profile's English/French-only language constraint. Only PhD level may be taken in a foreign language. Academic floor: an average of at least 7/10 or an equivalent 'Good' at the most recent completed level. Accommodation in a dormitory subject to availability. UNVERIFIED: depends on GPA (7/10 floor)",2026-03-31 PRIOR_CYCLE,"before university application — the scholarship application is the route into placement; results around 15 July, studies start 1 October",apply direct — online only via scholarships.studyinromania.gov.ro,https://scholarships.studyinromania.gov.ro/scholarship-about,2026-08-16,medium
Aga Khan Foundation International Scholarship Programme (ISP),Aga Khan Foundation,private,"Afghanistan, Australia, Bangladesh, Egypt, India, Kenya, Kyrgyz Republic, Madagascar, Mozambique, New Zealand, Pakistan, Syria, Tajikistan, Tanzania, Uganda (plus Canada, Portugal and USA for applicants originating from those countries)","Any accredited university, master's prioritised",both,tuition+stipend,NOT_FOUND,Duration of the postgraduate programme,no,"Tunisia does not appear on the AKF ISP country list published on the programme page - awards are 'handled by contacts in countries where AKF ISP is available' and Tunisia is not among them. Structure noted for completeness: half grant and half loan, with 50 per cent of the award repayable; travel, clothing, furniture and family costs excluded. The 2026-2027 cycle is closed and the next cycle opens in early 2027.",NOT_FOUND,before university application,apply direct (AKF country office),https://the.akdn/our-agencies/aga-khan-foundation/international-scholarship-programme,2026-08-16,high
Fondation Hassan II pour les Marocains Residant a l'Etranger - programmes de bourses,Fondation Hassan II pour les Marocains Residant a l'Etranger (Morocco),private,Morocco and countries of residence of the Moroccan diaspora,NOT_FOUND,both,partial,NOT_FOUND,NOT_FOUND,no,"Verified as Morocco-only, as the remit asked. The foundation is a Moroccan public-interest institution created in 1990 whose statutory object is the Moroccan community resident abroad ('La Fondation Hassan II pour les MRE est une institution a but non lucratif ... Elle a pour objet' the Moroccan diaspora). Its programmes are addressed to Moroccan nationals and their children; there is no Tunisian eligibility route. Not to be confused with the separate Moroccan Fondation H2 'bourses de merite' (1,000 MAD/month), which is likewise Moroccan-only.",NOT_FOUND,before university application,apply direct,https://www.fh2mre.ma/,2026-08-16,high
Master of Science Scholarship Programme (M.Sc.) for IsDB Least Developed Member Countries,Islamic Development Bank (IsDB),private,IsDB member countries only,"Universities in IsDB member countries ranked in the top 1,000 of the Times Higher Education ranking",both,tuition+stipend,NOT_FOUND,Two years maximum,no,"Two independent exclusions. First, the eligibility list in the official M.Sc. booklet reads 'Citizen of any of the 20 Least Developed member countries' - Tunisia is an IsDB member country but is not one of the 20 LDMCs, so it is outside the target group. Second, the Institutions of Study section reads 'The successful candidate for the program must secure admission at one of the IsDB member countries' universities listed in the top 1000 in the Times Higher Education Supplement (THES) ranking' - European destinations are therefore excluded regardless of nationality. Fields are limited to science, engineering, technology and medicine, and the age limit is 30.",NOT_FOUND,before university application,apply direct,https://www.isdb.org/sites/default/files/media/documents/2025-01/Booklet%20-%20MASTER%20OF%20SCIENCE%20SCHOLARSHIP%20FOR%20IsDB%20LEAST%20DEVELOPED%20MEMBER%20COUNTRIES.pdf,2026-08-16,high
Merit Scholarship Program for High Technology (MSP) for IsDB Member Countries,Islamic Development Bank (IsDB),private,IsDB member countries,"Universities in IsDB member countries in the top 1,000 of THE or QS; priority to countries with an IsDB cooperation agreement",both,tuition+stipend,NOT_FOUND,36 months PhD or 6-12 months post-doctoral research,no,"Not a master's scheme. The Fields of Study section of the official MSP booklet reads 'The program covers studies and research at two levels: (i) three-year or 36 months (about 3 years) Ph.D. study, and (ii) 6-12 months post-doctoral research.' Tunisia is an IsDB member country and would be nationality-eligible, but there is no master's track, and the Eligibility Requirements section further restricts it to 'scholars from MCs who are attached to educational, scientific, and technological institutions and research centers in their home countries', nominated institutionally rather than individually.",NOT_FOUND,before university application,apply direct,https://www.isdb.org/sites/default/files/media/documents/2025-01/Booklet%20-%20MERIT%20SCHOLARSHIP%20PROGRAM%20FOR%20HIGH%20TECHNOLOGY%20%28MSP%29%20FOR%20IsDB%20MEMBER%20COUNTRIES.pdf,2026-08-16,high
Mo Ibrahim Foundation scholarships (University of Birmingham MSc; Chatham House Academy Fellowship),Mo Ibrahim Foundation,private,United Kingdom,University of Birmingham; Chatham House,both,tuition+stipend,NOT_FOUND,Two-year MSc; ten-month fellowship,no,"Nationality-eligible but geographically out of scope. The scholarships page states 'the scholarships listed below are the only ones we currently offer and are for African nationals only' - a Tunisian national qualifies as an African national, but both awards are held in the United Kingdom (MSc in Governance and State-Building at the University of Birmingham; Academy Fellowship at Chatham House), which the brief excludes. The Foundation offers no continental-European award.",NOT_FOUND,before university application,apply direct,https://mo.ibrahim.foundation/scholarships,2026-08-16,high
OPEC Fund Scholarship Award,OPEC Fund for International Development (formerly OFID),private,"Any country worldwide (recent awardees studied in the UK, Belgium and the Netherlands)",Accredited universities worldwide,both,tuition+stipend,NOT_FOUND,"Master's degree, historically up to one year",unclear,"SUSPENDED. The official page states 'the OPEC Fund is currently restructuring its scholarship program and is not accepting applications at this time', so no current call, deadline or amount exists. The award historically supported 'outstanding young individuals from developing countries so that they are able to pursue graduate studies in a development-related field', with study permitted anywhere in the world, but no official country list naming Tunisia was found and the historical criterion excluding nationals of OPEC Fund member countries could not be confirmed on an official page. Fields were restricted to development-related disciplines.",NOT_FOUND,after university application,apply direct,https://opecfund.org/what-we-do/special-initiatives/scholarship,2026-08-16,low
Said Foundation Scholarship Programme,Said Foundation,private,United Kingdom,UK partner universities,both,tuition+stipend,NOT_FOUND,One-year master's,no,"Doubly excluded. The programme targets 'outstanding individuals with leadership potential who will be drivers of positive change within our target countries of Syria, Jordan, Lebanon and Palestine' - Tunisia is not a target country. Separately, 'We offer scholarships for one-year master's degree courses in the UK' and applications for study outside the UK are not considered.",NOT_FOUND,before university application,apply direct,https://www.saidfoundation.org/scholarships,2026-08-16,high
